"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2020","75"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2021","273"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2022","187"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2017","259"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2018","204"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","148"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","157"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","124"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","360"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2017","715"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","433"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","648"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","354"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","370"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","456"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2017","290"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2018","90"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2019","58"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2020","75"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2021","108"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2022","95"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2017","238"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2018","101"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2019","211"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2020","157"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2021","158"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Est","Non concerné","Non concerné","Nombre","2022","165"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2017","1857"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2018","1230"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","1501"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","863"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","1173"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","1034"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2017","299"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2018","131"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2019","246"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2020","124"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2021","157"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Nord","Non concerné","Non concerné","Nombre","2022","116"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2017","228"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2018","232"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2019","287"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2020","83"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2021","143"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2022","382"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2017","225"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2018","79"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2019","97"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2020","63"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2021","69"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sahel","Non concerné","Non concerné","Nombre","2022","34"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2017","236"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","166"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","188"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","141"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","173"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE par région selon le sexe","Masculin","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","107"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2017","17163"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2018","16619"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2019","14820"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2020","8723"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2021","13149"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","Ensemble","Nombre","2022","14024"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2017","275"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2018","189"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2019","272"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2020","143"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2021","155"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","15-19","Nombre","2022","168"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2017","4579"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2018","4084"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2019","3968"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2020","2009"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2021","3764"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","20-24","Nombre","2022","3713"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","25-29","Nombre","2017","7287"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","25-29","Nombre","2018","6868"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","25-29","Nombre","2019","5952"
"Effectif des demandeurs d’emplois enregistrés à l'ANPE selon la tranche d’âge (en années révolues)","Total","Non concerné","Non concerné","25-29","Nombre","2020","3486"
